"ItemId","ItemName","CreatureId","Description","Category","URL","FamilyId","FamilyName","Notes"
"83017","Summoner's Stone: Artorius the Doombringer","14535","Has a chance to drop from Artorius the Doombringer within Winterspring","Summoner's Stone","https://db.ascension.gg/?item=83017","","",""
"83033","Summoner's Stone: Twilight Corrupter","15625","Has a chance to drop from Twilight Corrupter within Twilight Grove","Summoner's Stone","https://db.ascension.gg/?item=83033","","",""
"83067","Summoner's Stone: Mo'arg Forgefiend","91358","Has a chance to drop from Mo'arg Forgefiend within Forge Camp: Mageddon","Summoner's Stone","https://db.ascension.gg/?item=83067","","",""
"83797","Summoner's Stone: Subjugator Yalqiz","19335","Has a chance to drop from Subjugator Yalqiz within The Legion Front","Summoner's Stone","https://db.ascension.gg/?item=83797","","",""
"84103","Summoner's Stone: Arzeth the Merciless","19354","Has a chance to drop from Arzeth the Merciless within Ruins of Sha'naar","Summoner's Stone","https://db.ascension.gg/?item=84103","","",""
"84106","Summoner's Stone: Ekkorash the Inquisitor","19493","","Summoner's Stone","https://db.ascension.gg/?item=84106","","",""
"84301","Summoner's Stone: Doomcryer","19963","","Summoner's Stone","https://db.ascension.gg/?item=84301","","",""
"84350","Summoner's Stone: Prophetess Cavrylin","20683","Has a chance to drop from Prophetess Cavrylin within Legion Hold","Summoner's Stone","https://db.ascension.gg/?item=84350","","",""
"85209","Summoner's Stone: Galvanoth","22281","","Summoner's Stone","https://db.ascension.gg/?item=85209","","",""
"85246","Summoner's Stone: Matron Li-sahar","22825","","Summoner's Stone","https://db.ascension.gg/?item=85246","","",""
"85247","Summoner's Stone: Gorgolon the All-seeing","22827","","Summoner's Stone","https://db.ascension.gg/?item=85247","","",""
"85257","Summoner's Stone: Trelopades","22828","","Summoner's Stone","https://db.ascension.gg/?item=85257","","",""
"85258","Summoner's Stone: Illidari Defiler","22853","Has a chance to drop from Illidari Defiler within Black Temple","Summoner's Stone","https://db.ascension.gg/?item=85258","","",""
"85259","Summoner's Stone: Illidari Nightlord","22855","Has a chance to drop from Illidari Nightlord within Black Temple","Summoner's Stone","https://db.ascension.gg/?item=85259","","",""
"85260","Summoner's Stone: Illidari Boneslicer","22869","Has a chance to drop from Illidari Boneslicer within Black Temple","Summoner's Stone","https://db.ascension.gg/?item=85260","","",""
"85503","Summoner's Stone: Illidari Fearbringer","22954","Has a chance to drop from Illidari Fearbringer within Illidari Training Grounds","Summoner's Stone","https://db.ascension.gg/?item=85503","","",""
"85511","Summoner's Stone: Priestess of Dementia","22957","Has a chance to drop from Priestess of Dementia within Black Temple","Summoner's Stone","https://db.ascension.gg/?item=85511","","",""
"85564","Summoner's Stone: Priestess of Delight","22962","Has a chance to drop from Priestess of Delight within Black Temple","Summoner's Stone","https://db.ascension.gg/?item=85564","","",""
"85579","Summoner's Stone: Illidari Heartseeker","23339","Has a chance to drop from Illidari Heartseeker within Black Temple","Summoner's Stone","https://db.ascension.gg/?item=85579","","",""
"85586","Summoner's Stone: Braxxus","23353","","Summoner's Stone","https://db.ascension.gg/?item=85586","","",""
"85637","Summoner's Stone: Zarcsin","23355","","Summoner's Stone","https://db.ascension.gg/?item=85637","","",""
"85715","Summoner's Stone: Moragg","29316","Has a chance to drop from Moragg within The Violet Hold","Summoner's Stone","https://db.ascension.gg/?item=85715","","",""
"87690","Blood Soaked Vellum: Bloodmage Thalnos","4543","Has a chance to drop from Bloodmage Thalnos within Scarlet Monastery","Blood Soaked Vellum","https://db.ascension.gg/?item=87690","","",""
"87698","Blood Soaked Vellum: Zolo","5712","Has a chance to drop from Zolo within The Temple of Atal'Hakkar","Blood Soaked Vellum","https://db.ascension.gg/?item=87698","","",""
"87699","Blood Soaked Vellum: Gasher","5713","Has a chance to drop from Gasher within The Temple of Atal'Hakkar","Blood Soaked Vellum","https://db.ascension.gg/?item=87699","","",""
"87700","Blood Soaked Vellum: Loro","5714","Has a chance to drop from Loro within The Temple of Atal'Hakkar","Blood Soaked Vellum","https://db.ascension.gg/?item=87700","","",""
"87711","Blood Soaked Vellum: Hukku","5715","Has a chance to drop from Hukku within The Temple of Atal'Hakkar","Blood Soaked Vellum","https://db.ascension.gg/?item=87711","","",""
"87717","Blood Soaked Vellum: Zul'Lor","5716","Has a chance to drop from Zul'Lor within The Temple of Atal'Hakkar","Blood Soaked Vellum","https://db.ascension.gg/?item=87717","","",""
"87718","Blood Soaked Vellum: Mijan","5717","Has a chance to drop from Mijan within The Temple of Atal'Hakkar","Blood Soaked Vellum","https://db.ascension.gg/?item=87718","","",""
"87858","Blood Soaked Vellum: Tuten'kash","7355","Has a chance to drop from Tuten'kash within Razorfen Downs","Blood Soaked Vellum","https://db.ascension.gg/?item=87858","","",""
"87859","Blood Soaked Vellum: Mordresh Fire Eye","7357","Has a chance to drop from Mordresh Fire Eye within Razorfen Downs","Blood Soaked Vellum","https://db.ascension.gg/?item=87859","","",""
"88309","Blood Soaked Vellum: Glutton","8567","Has a chance to drop from Glutton within Razorfen Downs","Blood Soaked Vellum","https://db.ascension.gg/?item=88309","","",""
"88310","Blood Soaked Vellum: Anub'shiah","9031","Has a chance to drop from Anub'shiah within the Blackrock Depths","Blood Soaked Vellum","https://db.ascension.gg/?item=88310","","",""
"88319","Blood Soaked Vellum: Skul","10393","Has a chance to drop from Skul within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88319","","",""
"88333","Blood Soaked Vellum: Vectus","10432","Has a chance to drop from Vectus within Scholomance","Blood Soaked Vellum","https://db.ascension.gg/?item=88333","","",""
"88334","Blood Soaked Vellum: Magistrate Barthilas","10435","Has a chance to drop from Magistrate Barthilas within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88334","","",""
"88363","Blood Soaked Vellum: Baroness Anastari","10436","Has a chance to drop from Baroness Anastari within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88363","","",""
"88364","Blood Soaked Vellum: Nerub'enkan","10437","Has a chance to drop from Nerub'enkan within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88364","","",""
"88365","Blood Soaked Vellum: Ramstein the Gorger","10439","Has a chance to drop from Ramstein the Gorger within Eastern Kingdoms","Blood Soaked Vellum","https://db.ascension.gg/?item=88365","","",""
"88560","Blood Soaked Vellum: Kirtonos the Herald","10506","Has a chance to drop from Kirtonos the Herald within Eastern Kingdoms","Blood Soaked Vellum","https://db.ascension.gg/?item=88560","","",""
"88561","Blood Soaked Vellum: The Ravenian","10507","Has a chance to drop from The Ravenian within Scholomance","Blood Soaked Vellum","https://db.ascension.gg/?item=88561","","",""
"88562","Blood Soaked Vellum: The Unforgiven","10516","Has a chance to drop from The Unforgiven within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88562","","",""
"88671","Blood Soaked Vellum: Timmy the Cruel","10808","Has a chance to drop from Timmy the Cruel within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88671","","",""
"88672","Blood Soaked Vellum: Stonespine","10809","Has a chance to drop from Stonespine within Stratholme","Blood Soaked Vellum","https://db.ascension.gg/?item=88672","","",""
"88677","Blood Soaked Vellum: Lorekeeper Polkelt","10901","Has a chance to drop from Lorekeeper Polkelt within Scholomance","Blood Soaked Vellum","https://db.ascension.gg/?item=88677","","",""
"88713","Blood Soaked Vellum: Black Guard Swordsmith","11121","Has a chance to drop from Black Guard Swordsmith within Naxxaramas","Blood Soaked Vellum","https://db.ascension.gg/?item=88713","","",""
"88757","Blood Soaked Vellum: Rattlegore","11622","Has a chance to drop from Rattlegore within Scholomance","Blood Soaked Vellum","https://db.ascension.gg/?item=88757","","",""
"88860","Blood Soaked Vellum: Lady Falther'ess","40552","Has a chance to drop from Lady Falther'ess within Razorfen Downs","Blood Soaked Vellum","https://db.ascension.gg/?item=88860","","",""
"89210","Blood Soaked Vellum: Wrathbone Flayer","22953","Has a chance to drop from Wrathbone Flayer within Black Temple","Blood Soaked Vellum","https://db.ascension.gg/?item=89210","","",""
"89637","Blood Soaked Vellum: Meathook","301421","Can be purchased from the Argent Quartermaster","Blood Soaked Vellum","https://db.ascension.gg/?item=89637","","",""
"89840","Blood Soaked Vellum: Trollgore","26630","Has a chance to drop from Trollgore within Drak'Tharon Keep","Blood Soaked Vellum","https://db.ascension.gg/?item=89840","","",""
"97743","Elemental Lodestone: Afflicted Treemouth","139999","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=97743","","",""
"101075","Blood Soaked Vellum: Anub'arak","29120","Has a chance to drop from Anub'arak within Passage of Lost Fiends","Blood Soaked Vellum","https://db.ascension.gg/?item=101075","","",""
"101144","Blood Soaked Vellum: Ick","36476","Has a chance to drop from Ick within Pit of Saron","Blood Soaked Vellum","https://db.ascension.gg/?item=101144","","",""
"101412","Beastmaster's Whistle: Hamlet","79038","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101412","","",""
"101414","Beastmaster's Whistle: Peggi","79040","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101414","","",""
"101415","Beastmaster's Whistle: Terrorpene","79041","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101415","","",""
"101416","Beastmaster's Whistle: Purple Fire Spider","79042","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101416","","",""
"101417","Beastmaster's Whistle: Spectral Spiked Crab","79043","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101417","","",""
"101418","Beastmaster's Whistle: Spectral Gryphon","79044","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101418","","",""
"101419","Beastmaster's Whistle: Spectral Wyvern","79045","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101419","","",""
"101421","Beastmaster's Whistle: Green Shale Spider","79047","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101421","","",""
"101422","Beastmaster's Whistle: Orange Shale Spider","79048","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101422","","",""
"101423","Beastmaster's Whistle: Purple Shale Spider","79049","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101423","","",""
"101426","Beastmaster's Whistle: Zebra Lion Seal","79052","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=101426","","",""
"113671","Beastmaster's Whistle: Solar Tracker","292302","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=113671","","",""
"113672","Beastmaster's Whistle: Lunar Tracker","292303","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=113672","","",""
"121824","Beastmaster's Whistle: Twilight Fox","50109","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=121824","","",""
"121825","Beastmaster's Whistle: Aurora Fox","50110","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=121825","","",""
"121826","Beastmaster's Whistle: Midnight Fox","50111","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=121826","","",""
"123162","Elemental Lodestone: Cascade","590007","Can be purchased from Darith Trophyvane (Trial Master's Rewards Vendor)","Elemental Lodestone","https://db.ascension.gg/?item=123162","","",""
"123163","Elemental Lodestone: Borealis","590024","Can be purchased from Darith Trophyvane (Trial Master's Rewards Vendor)","Elemental Lodestone","https://db.ascension.gg/?item=123163","","",""
"138255","Summoner's Stone: Prince Malchezaar","15690","Has a chance to drop from Prince Malchezaa within Karazhan","Summoner's Stone","https://db.ascension.gg/?item=138255","","",""
"138259","Summoner's Stone: Demos, Overseer of Hate","18535","Has a chance to drop from Demos, Overseer of Hate within Forge Camp: Hate","Summoner's Stone","https://db.ascension.gg/?item=138259","","",""
"138288","Summoner's Stone: Arazzius the Cruel","19191","Has a chance to drop from Arazzius the Cruel within Pools of Aggonar","Summoner's Stone","https://db.ascension.gg/?item=138288","","",""
"138304","Summoner's Stone: Baelmon the Hound-Master","19747","Has a chance to drop from Baelmon the Hound-Master within Death's Door","Summoner's Stone","https://db.ascension.gg/?item=138304","","",""
"138443","Summoner's Stone: Levixus","19847","Has a chance to drop from Levixus within Auchindoun","Summoner's Stone","https://db.ascension.gg/?item=138443","","",""
"138465","Summoner's Stone: Socrethar","20132","Has a chance to drop from Socrethar within Socrethar's Seat","Summoner's Stone","https://db.ascension.gg/?item=138465","","",""
"138890","Summoner's Stone: Eredar Soul-Eater","20879","Has a chance to drop from Eredar Soul-Eater within The Arcatraz","Summoner's Stone","https://db.ascension.gg/?item=138890","","",""
"138984","Summoner's Stone: Eredar Deathbringer","20880","Has a chance to drop from Eredar Deathbringer within The Arcatraz","Summoner's Stone","https://db.ascension.gg/?item=138984","","",""
"139053","Summoner's Stone: Solus the Eternal","20888","Has a chance to drop from Solus the Eterna within Karazhan","Summoner's Stone","https://db.ascension.gg/?item=139053","","",""
"139354","Summoner's Stone: Warbringer Razuun","21287","Has a chance to drop from Warbringer Razuun within The Deathforge","Summoner's Stone","https://db.ascension.gg/?item=139354","","",""
"139359","Summoner's Stone: Deathbringer Jovaan","21633","Has a chance to drop from Deathbringer Jovaan within Karazhan","Summoner's Stone","https://db.ascension.gg/?item=139359","","",""
"139429","Summoner's Stone: Reth'hedron the Subduer","22357","Has a chance to drop from Reth'hedron the Subduer within The Twilight Ridge","Summoner's Stone","https://db.ascension.gg/?item=139429","","",""
"139454","Summoner's Stone: Illidari Lord Balthas","23427","Has a chance to drop from Illidari Lord Balthas within Dragonmaw Base Camp","Summoner's Stone","https://db.ascension.gg/?item=139454","","",""
"139517","Summoner's Stone: Eredar Sorcerer","25033","Has a chance to drop from Eredar Sorcerer within The Dead Scar","Summoner's Stone","https://db.ascension.gg/?item=139517","","",""
"139581","Summoner's Stone: Apolyon (Hand of the Deceiver)","449185","Has a chance to drop from Kil'jaeden within Sunwell Plateau.","Summoner's Stone","https://db.ascension.gg/?item=139581","","",""
"139796","Summoner's Stone: Agamath (Hand of the Deceiver)","449186","Has a chance to drop from Kil'jaeden within Sunwell Plateau.","Summoner's Stone","https://db.ascension.gg/?item=139796","","",""
"139797","Summoner's Stone: Archonisus (Hand of the Deceiver)","449187","Has a chance to drop from Kil'jaeden within Sunwell Plateau.","Summoner's Stone","https://db.ascension.gg/?item=139797","","",""
"184998","Beastmaster's Whistle: Gargantuan Grrloc","26013","Seasonal Reward. Introduced in Season 9, Chapter 1","Beastmaster's Whistle","https://db.ascension.gg/?item=184998","","",""
"191686","Beastmaster's Whistle: Clarabelle","103888","Seasonal Reward. Introduced in Season 9, Chapter 2","Beastmaster's Whistle","https://db.ascension.gg/?item=191686","","",""
"195593","Beastmaster's Whistle: Fel Beast","50512","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=195593","","",""
"199336","Beastmaster's Whistle: Kerchak","11000214","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199336","","",""
"199337","Beastmaster's Whistle: Buzzbee","11000215","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199337","","",""
"199338","Beastmaster's Whistle: Babee","11000216","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199338","","",""
"199339","Beastmaster's Whistle: Barnabee","11000217","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199339","","",""
"199579","Beastmaster's Whistle: Feral Armored Growler","105764","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199579","","",""
"199580","Beastmaster's Whistle: Savage Armored Growler","105765","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199580","","",""
"199581","Beastmaster's Whistle: Verdant Armored Growler","105766","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199581","","",""
"199582","Beastmaster's Whistle: Rabid Armored Growler","105767","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=199582","","",""
"204016","Summoner's Stone: Subdued Mistress","45906","Seasonal Reward. Introduced in Season 9, Chapter 3","Summoner's Stone","https://db.ascension.gg/?item=204016","","",""
"234628","Beastmaster's Whistle: Arcane Bound Core Hound","50517","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=234628","","",""
"254054","Summoner's Stone: Sulkaia","254315","Has a chance to drop from Sulkaia within Kil'sorrow Fortress","Summoner's Stone","https://db.ascension.gg/?item=254054","","",""
"254055","Summoner's Stone: Lady Vaalethri","254316","Has a chance to drop from Lady Vaalethri within Firewing Point","Summoner's Stone","https://db.ascension.gg/?item=254055","","",""
"257058","Elemental Lodestone: Felflame Guardian","218937","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257058","","",""
"257060","Elemental Lodestone: Goldenflare Guardian","218939","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257060","","",""
"257062","Elemental Lodestone: Primal Earth Guardian","218941","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257062","","",""
"257063","Elemental Lodestone: Ancient Earth Guardian","218942","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257063","","",""
"257064","Elemental Lodestone: Primordial Earth Guardian","218943","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257064","","",""
"257065","Elemental Lodestone: Eternal Earth Guardian","218944","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257065","","",""
"257066","Elemental Lodestone: Sacred Earth Guardian","218945","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257066","","",""
"257067","Elemental Lodestone: Sovereign Earth Guardian","218946","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257067","","",""
"257074","Elemental Lodestone: Oceancrest Guardian","218953","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257074","","",""
"257076","Elemental Lodestone: Magmasurge Guardian","218955","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257076","","",""
"257078","Elemental Lodestone: Sulphurcrest Guardian","218957","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=257078","","",""
"274194","Summoner's Stone: Aetherax","211497","Seasonal Reward. Introduced in Season 8, Chapter 4","Summoner's Stone","https://db.ascension.gg/?item=274194","","",""
"281749","Summoner's Stone: Sneering Doomling","41236","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281749","","",""
"281750","Summoner's Stone: Drifting Doomling","41237","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281750","","",""
"281751","Summoner's Stone: Skittering Doomling","41238","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281751","","",""
"281752","Summoner's Stone: Yapping Doomling","41239","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281752","","",""
"281753","Summoner's Stone: Snuggling Doomling","41240","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281753","","",""
"281754","Summoner's Stone: Whimming Doomling","41241","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281754","","",""
"281755","Summoner's Stone: Gleaming Doomling","41242","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281755","","",""
"281756","Summoner's Stone: Twitching Doomling","41243","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=281756","","",""
"347302","Beastmaster's Whistle: Alvajar War Wolf","347302","Has a chance to drop from Alvajar War Wolf within Frozen Reach","Beastmaster's Whistle","https://db.ascension.gg/?item=347302","","",""
"347303","Blood Soaked Vellum: Risen Alvajar","347303","Has a chance to drop from Risen Alvajar within Frozen Reach","Blood Soaked Vellum","https://db.ascension.gg/?item=347303","","",""
"348634","Beastmaster's Whistle: Ginger Primal Dog","392240","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=348634","","",""
"348635","Beastmaster's Whistle: Snow Primal Dog","392241","Seasonal Reward. Introduced in Season 9, Chapter 4","Beastmaster's Whistle","https://db.ascension.gg/?item=348635","","",""
"348636","Beastmaster's Whistle: Dandelion Primal Dog","392242","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=348636","","",""
"348637","Beastmaster's Whistle: Tawny Primal Dog","392243","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=348637","","",""
"354048","Elemental Lodestone: Stone Fury","43382","Has a chance to drop from Stone Fury within Eastern Kingdoms.","Elemental Lodestone","https://db.ascension.gg/?item=354048","","",""
"355070","Draconic Warhorn: Hungry Whelp","916589","Has a chance to drop from Hungry Whelp in Azshara","Draconic Warhorn","https://db.ascension.gg/?item=355070","","",""
"355071","Draconic Warhorn: Draconic Matron","916588","Has a chance to drop from Draconic Matron in Azshara","Draconic Warhorn","https://db.ascension.gg/?item=355071","","",""
"392169","Summoner's Stone: Shadow of Xavius","79058","Available from the Webstore","Summoner's Stone","https://db.ascension.gg/?item=392169","","",""
"400070","Blood Soaked Vellum: Skeletal Sharpshooter","300156","Can be purchased from the Argent Quartermaster","Blood Soaked Vellum","https://db.ascension.gg/?item=400070","","",""
"400072","Blood Soaked Vellum: Dreadshriek Banshee","300157","Can be purchased from the Argent Quartermaster","Blood Soaked Vellum","https://db.ascension.gg/?item=400072","","",""
"400076","Blood Soaked Vellum: Shambling Horror","476019","Can be purchased from the Argent Quartermaster","Blood Soaked Vellum","https://db.ascension.gg/?item=400076","","",""
"400077","Blood Soaked Vellum: Plagued Zombie","476020","Can be purchased from the Argent Quartermaster","Blood Soaked Vellum","https://db.ascension.gg/?item=400077","","",""
"400078","Summoner's Stone: Doom Warden","476022","Can be purchased from the Argent Quartermaster","Summoner's Stone","https://db.ascension.gg/?item=400078","","",""
"400079","Summoner's Stone: Infernal","476023","Can be purchased from the Argent Quartermaster","Summoner's Stone","https://db.ascension.gg/?item=400079","","",""
"400080","Summoner's Stone: Infernal Warden","476024","Can be purchased from the Argent Quartermaster","Summoner's Stone","https://db.ascension.gg/?item=400080","","",""
"442009","Elemental Lodestone: Wretched Treemouth","139995","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=442009","","",""
"442010","Elemental Lodestone: Pallid Treemouth","139996","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=442010","","",""
"442011","Elemental Lodestone: Sallow Treemouth","139997","Available from the Webstore.","Elemental Lodestone","https://db.ascension.gg/?item=442011","","",""
"442012","Elemental Lodestone: Stricken Treemouth","139998","Available from Tiraxis' Ethereal Bazaar","Elemental Lodestone","https://db.ascension.gg/?item=442012","","",""
"480382","Beastmaster's Whistle: Captain Claws","417217","","Beastmaster's Whistle","https://db.ascension.gg/?item=480382","","",""
"509906","Beastmaster's Whistle: Tamable Thunder Lizard","347300","Reward from Hardcore/Nightmare Plains Stalker Trial","Beastmaster's Whistle","https://db.ascension.gg/?item=509906","","",""
"532578","Beastmaster's Whistle: Doberman MK III","98483","Can be purchased from Millhouse Manastorm","Beastmaster's Whistle","https://db.ascension.gg/?item=532578","","",""
"532579","Elemental Lodestone: Bound Water Elemental","98484","Can be purchased from Millhouse Manastorm","Elemental Lodestone","https://db.ascension.gg/?item=532579","","",""
"541299","Beastmaster's Whistle: Core Hound","55963","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=541299","","",""
"541300","Beastmaster's Whistle: Void Borne Core Hound","50959","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=541300","","",""
"600388","Elemental Lodestone: Mana Guardian","218931","Available from the Webstore","Elemental Lodestone","https://db.ascension.gg/?item=600388","","",""
"600392","Elemental Lodestone: Viscous Fallout","7079","Has a chance to drop from Viscous Fallout within Gnomeregan","Elemental Lodestone","https://db.ascension.gg/?item=600392","","",""
"600408","Elemental Lodestone: Lord Roccor","9025","Has a chance to drop from Lord Roccor within Blackrock Depths","Elemental Lodestone","https://db.ascension.gg/?item=600408","","",""
"600425","Elemental Lodestone: Garr","12057","Has a chance to drop from Garr within Molten Core","Elemental Lodestone","https://db.ascension.gg/?item=600425","","",""
"600436","Elemental Lodestone: Hydrospawn","13280","Has a chance to drop from Hydrospawn within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=600436","","",""
"600437","Elemental Lodestone: Noxxion","13282","Has a chance to drop from Noxxion within Maraudon","Elemental Lodestone","https://db.ascension.gg/?item=600437","","",""
